                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                  1.822,                0.90753,                0.92221,                0.75787,                0.71393,                0.76135,                0.29962,                 2.1185,                  1.182,                0.99787,             0.00091486,             0.00091486,             0.00091486
                     46,                 1.7683,                0.88171,                0.91816,                0.79183,                0.70964,                0.75755,                 0.2972,                 2.1551,                  1.223,                 1.0169,             0.00091288,             0.00091288,             0.00091288
                     47,                 1.8072,                0.89119,                0.91985,                0.79857,                0.73964,                0.78155,                0.30565,                 2.0606,                 1.1557,                0.99995,              0.0009109,              0.0009109,              0.0009109
                     48,                 1.8093,                0.90854,                0.90842,                0.76459,                0.75137,                0.78428,                 0.3232,                 1.9395,                 1.1513,                0.97531,             0.00090892,             0.00090892,             0.00090892
                     49,                 1.8155,                0.91113,                0.91194,                0.85356,                0.71642,                0.79375,                0.32683,                 1.9742,                 1.2734,                0.98512,             0.00090694,             0.00090694,             0.00090694
                     50,                  1.816,                0.88778,                0.91208,                0.79607,                0.70398,                0.74795,                0.30393,                 2.0133,                 1.1821,                0.98394,             0.00090496,             0.00090496,             0.00090496
                     51,                 1.7724,                0.89217,                0.91154,                0.80404,                0.74627,                0.79623,                0.32758,                 1.9797,                 1.1321,                0.98311,             0.00090298,             0.00090298,             0.00090298
                     52,                 1.7439,                 0.8571,                0.90992,                0.85849,                0.75458,                0.82962,                0.34142,                 1.9783,                 1.0627,                0.98355,               0.000901,               0.000901,               0.000901
                     53,                  1.772,                 0.8736,                0.89605,                0.78905,                0.74435,                0.78194,                0.31458,                 2.0255,                 1.1847,                0.98936,             0.00089902,             0.00089902,             0.00089902
                     54,                 1.7413,                0.85844,                0.89451,                0.75579,                0.70058,                0.75225,                0.31208,                 2.0252,                 1.2535,                0.98672,             0.00089704,             0.00089704,             0.00089704
                     55,                 1.7294,                0.85637,                0.89941,                0.82775,                0.75622,                0.81188,                0.32834,                 1.9659,                 1.0938,                 0.9829,             0.00089506,             0.00089506,             0.00089506
                     56,                 1.7647,                0.86583,                0.89443,                0.81304,                0.76617,                0.81121,                0.32295,                 2.0001,                 1.1317,                0.99327,             0.00089308,             0.00089308,             0.00089308
                     57,                 1.7636,                0.84179,                0.89871,                0.83836,                0.74129,                 0.8008,                0.32722,                 2.0073,                 1.2161,                0.98919,              0.0008911,              0.0008911,              0.0008911
                     58,                 1.7242,                0.81896,                0.89883,                0.80067,                0.72139,                0.77697,                0.31218,                 2.1409,                 1.4059,                 1.0147,             0.00088912,             0.00088912,             0.00088912
                     59,                 1.7224,                0.81989,                0.89696,                0.78809,                0.73383,                0.77908,                0.31314,                 2.0748,                 1.1772,                0.99524,             0.00088714,             0.00088714,             0.00088714
                     60,                 1.7226,                0.82401,                0.89972,                0.79991,                0.73383,                0.77262,                0.31369,                 2.0586,                 1.1247,                 1.0025,             0.00088516,             0.00088516,             0.00088516
                     61,                 1.6704,                 0.7958,                0.89826,                0.86102,                0.72432,                0.79258,                0.33872,                 1.9994,                 1.1739,                0.98471,             0.00088318,             0.00088318,             0.00088318
                     62,                 1.6724,                  0.793,                0.88891,                0.88755,                0.74609,                0.81232,                0.33752,                 1.9956,                 1.2001,                0.98349,              0.0008812,              0.0008812,              0.0008812
                     63,                 1.7228,                0.83158,                0.89333,                0.87669,                0.70745,                0.79319,                0.31484,                 2.0664,                   1.22,                 1.0024,             0.00087922,             0.00087922,             0.00087922
                     64,                 1.6838,                0.81305,                0.88679,                 0.8415,                0.73134,                0.78503,                0.32883,                 2.0453,                 1.1179,                0.98791,             0.00087724,             0.00087724,             0.00087724
                     65,                 1.6255,                0.77489,                0.89186,                 0.8739,                0.74876,                0.81849,                0.33834,                 1.9742,                 1.2793,                0.97601,             0.00087526,             0.00087526,             0.00087526
                     66,                 1.6913,                0.80997,                0.88844,                0.86305,                0.75247,                0.80267,                0.33494,                  1.979,                 1.1322,                0.98604,             0.00087328,             0.00087328,             0.00087328
                     67,                 1.6653,                0.79005,                0.89124,                0.85311,                0.73383,                0.80512,                0.31642,                 2.0147,                 1.1276,                0.98989,              0.0008713,              0.0008713,              0.0008713
                     68,                 1.6614,                0.78158,                0.89093,                0.80691,                0.72139,                0.76985,                0.30167,                  2.026,                 1.1175,                0.98904,             0.00086932,             0.00086932,             0.00086932
                     69,                 1.6788,                0.79697,                0.88776,                0.77778,                0.76866,                0.78558,                0.32741,                 1.9737,                 1.0902,                0.98045,             0.00086734,             0.00086734,             0.00086734
