                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                 2.0957,                 1.2699,                 1.0031,                0.62768,                0.57463,                0.58844,                0.21051,                  2.198,                 1.4076,                 1.0578,              0.0091486,              0.0091486,              0.0091486
                     46,                  2.002,                 1.2368,                0.98455,                0.66354,                0.62438,                0.64658,                0.24628,                 1.9996,                 1.3056,                 1.0121,              0.0091288,              0.0091288,              0.0091288
                     47,                 1.9749,                 1.1964,                 0.9768,                0.31718,                0.26617,                0.18111,                0.05107,                 3.1236,                 2.5135,                 1.1834,               0.009109,               0.009109,               0.009109
                     48,                 1.8965,                 1.1595,                 0.9783,                0.44418,                0.35821,                0.31899,                0.09771,                 2.6998,                 2.4282,                 1.1482,              0.0090892,              0.0090892,              0.0090892
                     49,                 1.9603,                 1.2011,                0.98233,                0.52345,                0.39303,                0.40497,                0.13117,                 2.4485,                  1.993,                 1.1132,              0.0090694,              0.0090694,              0.0090694
                     50,                 1.9522,                 1.2031,                0.96782,                0.54006,                 0.4602,                0.47056,                0.15867,                 2.3497,                 1.7399,                 1.0868,              0.0090496,              0.0090496,              0.0090496
                     51,                 2.0067,                 1.2113,                0.98856,                0.61367,                0.46766,                0.49112,                0.16199,                 2.3791,                 1.5613,                  1.089,              0.0090298,              0.0090298,              0.0090298
                     52,                 1.9865,                  1.187,                0.95924,                0.62658,                0.57463,                0.58569,                0.22746,                 2.1776,                 1.5284,                 1.0594,                0.00901,                0.00901,                0.00901
                     53,                 1.9231,                 1.1299,                0.97543,                 0.7281,                0.54229,                0.60757,                0.22528,                  2.158,                 1.4663,                 1.0389,              0.0089902,              0.0089902,              0.0089902
                     54,                 1.9753,                 1.1569,                0.98558,                 0.5571,                0.45274,                0.43372,                 0.1395,                 2.3525,                 1.8013,                 1.0934,              0.0089704,              0.0089704,              0.0089704
                     55,                 1.9995,                 1.2232,                0.96957,                0.57321,                0.44436,                 0.4593,                0.14949,                 2.4567,                 1.9793,                 1.0986,              0.0089506,              0.0089506,              0.0089506
                     56,                 1.9692,                 1.1754,                0.96152,                 0.7384,                0.64428,                0.70041,                0.26122,                 2.1061,                 1.3966,                  1.043,              0.0089308,              0.0089308,              0.0089308
                     57,                 1.9502,                 1.1258,                0.97245,                0.66931,                0.59204,                0.64132,                0.24503,                 2.1841,                 1.5421,                 1.0587,               0.008911,               0.008911,               0.008911
                     58,                 1.9151,                 1.1047,                0.97525,                0.63959,                0.54298,                0.55618,                0.20213,                 2.3414,                 1.7762,                 1.1087,              0.0088912,              0.0088912,              0.0088912
                     59,                 1.9498,                 1.1273,                0.96418,                0.62058,                0.53731,                0.55052,                0.21323,                 2.0577,                 1.5967,                 1.0406,              0.0088714,              0.0088714,              0.0088714
                     60,                  1.953,                 1.1596,                0.95892,                0.50048,                0.40625,                0.37041,                 0.1183,                 2.7182,                 1.8966,                 1.1622,              0.0088516,              0.0088516,              0.0088516
                     61,                 2.0259,                 1.1913,                0.96986,                0.50405,                0.41045,                0.38436,                0.13937,                 2.4021,                 1.7494,                 1.0973,              0.0088318,              0.0088318,              0.0088318
                     62,                  1.913,                 1.1129,                0.96342,                0.57363,                0.48756,                0.46229,                0.16752,                 2.2867,                   1.72,                 1.0697,               0.008812,               0.008812,               0.008812
                     63,                   1.98,                 1.1616,                 0.9579,                 0.5949,                 0.5398,                0.54242,                0.19723,                 2.2446,                  1.682,                 1.0691,              0.0087922,              0.0087922,              0.0087922
                     64,                 1.9897,                 1.1528,                0.97447,                0.63793,                 0.6592,                0.65321,                0.24853,                 2.0451,                 1.3243,                 1.0226,              0.0087724,              0.0087724,              0.0087724
                     65,                 1.9733,                 1.1213,                0.97741,                0.70449,                 0.5995,                0.62932,                0.22476,                  2.046,                 1.3244,                 1.0251,              0.0087526,              0.0087526,              0.0087526
                     66,                  1.932,                 1.1351,                0.94602,                0.67702,                0.60488,                0.62828,                0.22713,                 2.2203,                 1.4446,                 1.0621,              0.0087328,              0.0087328,              0.0087328
                     67,                  1.881,                 1.0292,                0.96067,                 0.7222,                 0.6393,                0.67692,                0.27666,                  2.057,                 1.3532,                 1.0207,               0.008713,               0.008713,               0.008713
                     68,                 1.9051,                 1.0861,                0.96993,                0.67316,                0.63184,                0.65041,                0.23781,                 2.1436,                 1.3627,                 1.0446,              0.0086932,              0.0086932,              0.0086932
                     69,                 1.8875,                 1.0685,                 0.9679,                0.68966,                0.67662,                 0.6844,                0.25714,                  2.086,                 1.3822,                 1.0341,              0.0086734,              0.0086734,              0.0086734
                     70,                 1.9019,                 1.0577,                0.95538,                0.70286,                  0.699,                0.72058,                0.28386,                 2.0846,                 1.1793,                 1.0268,              0.0086536,              0.0086536,              0.0086536
